"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"260","oct8","Florida","Palm Beach","Lake Worth","Palm Beach State College",39,"Palm BeachFlorida",0.0316561662780521,"Primarily online","31816","Public, 4-year",0.00122579834045763
"262","oct8","Florida","Escambia","Pensacola","Pensacola State College",32,"EscambiaFlorida",0.0394293720705211,"Primarily online","9773","Public, 4-year",0.00327432722807736
"263","oct8","Florida","Polk","Winter Haven","Polk State College",31,"PolkFlorida",0.0285425724050294,"Primarily online","10591","Public, 4-year",0.00292701350203003
"265","oct8","Florida","Orange","Winter Park","Rollins College",9,"OrangeFlorida",0.0297161294396937,"Hybrid","3127","Private nonprofit, 4-year",0.00287815797889351
"266","oct8","Florida","Pasco","Saint Leo","Saint Leo University",25,"PascoFlorida",0.017274215764324,"Hybrid","11808","Private nonprofit, 4-year",0.00211720867208672
"267","oct8","Florida","Alachua","Gainesville","Santa Fe College",25,"AlachuaFlorida",0.0321212594269318,"Hybrid","14324","Public, 4-year",0.00174532253560458
"268","oct8","Florida","Seminole","Sanford","Seminole State College of Florida",10,"SeminoleFlorida",0.0197297308753651,"Primarily online","18104","Public, 4-year",0.000552364118426867
"269","oct8","Florida","Highlands","Avon Park","South Florida State College",22,"HighlandsFlorida",0.0215117537963303,"Other","2910","Public, 4-year",0.00756013745704467
"272","oct8","Florida","Putnam","Palatka","St. Johns River State College",15,"PutnamFlorida",0.0290522134700286,"Hybrid","7503","Public, 4-year",0.00199920031987205
"273","oct8","Florida","Pinellas","St. Petersburg","St. Petersburg College",28,"PinellasFlorida",0.0232790698628507,"Primarily online","29183","Public, 4-year",0.000959462700887503
"274","oct8","Florida","Miami-Dade","Miami Gardens","St. Thomas University",3,"Miami-DadeFlorida",0.0637772641280264,"Primarily in person","4227","Private nonprofit, 4-year",0.0007097232079489
"275","oct8","Florida","Manatee","Bradenton","State College of Florida, Manatee-Sarasota",34,"ManateeFlorida",0.0294554535242143,"Hybrid","10229","Public, 4-year",0.00332388307752468
"276","oct8","Florida","Volusia","DeLand","Stetson University",98,"VolusiaFlorida",0.0203060272843603,"Hybrid","4341","Private nonprofit, 4-year",0.0225754434462106
"278","oct8","Florida","Leon","Tallahassee","Tallahassee Community College",157,"LeonFlorida",0.0373728634589314,"Hybrid","11914","Public, 4-year",0.0131777740473393
"280","oct8","Florida","Orange","Orlando","University of Central Florida",1210,"OrangeFlorida",0.0297161294396937,"Primarily in person","68475","Public, 4-year",0.0176706827309237
"281","oct8","Florida","Alachua","Gainesville","University of Florida",2908,"AlachuaFlorida",0.0321212594269318,"Primarily online","52218","Public, 4-year",0.0556896089471064
"282","oct8","Florida","Miami-Dade","Miami","University of Miami",479,"Miami-DadeFlorida",0.0637772641280264,"Primarily in person","17331","Private nonprofit, 4-year",0.0276383359298367
"283","oct8","Florida","Duval","Jacksonville","University of North Florida",114,"DuvalFlorida",0.0327672525854733,"Hybrid","16776","Public, 4-year",0.00679542203147353
"284","oct8","Florida","Hillsborough","Tampa","University of South Florida",550,"HillsboroughFlorida",0.0294191178069088,"Hybrid","43846","Public, 4-year",0.0125439036628199
"286","oct8","Florida","Pinellas","St. Petersburg","University of South Florida, St. Petersburg",16,"PinellasFlorida",0.0232790698628507,"Hybrid","4727","Public, 4-year",0.00338481066215359
"287","oct8","Florida","Hillsborough","Tampa","University of Tampa",315,"HillsboroughFlorida",0.0294191178069088,"Primarily in person","9333","Private nonprofit, 4-year",0.0337512054001929
"288","oct8","Florida","Escambia","Pensacola","University of West Florida",131,"EscambiaFlorida",0.0394293720705211,"Hybrid","12847","Public, 4-year",0.0101969331361407
"289","oct8","Florida","Orange","Orlando","Valencia College",28,"OrangeFlorida",0.0297161294396937,"Primarily online","46521","Public, 4-year",0.00060187872143763
"290","oct8","Florida","Polk","Babson Park","Webber International University",1,"PolkFlorida",0.0285425724050294,"Fully in person","694","Private nonprofit, 4-year",0.00144092219020173
"291","oct8","Georgia","Tift","Tifton","Abraham Baldwin Agricultural College",35,"TiftGeorgia",0.0452465308532625,"Primarily online","4291","Public, 2-year",0.00815660685154975
"292","oct8","Georgia","DeKalb","Decatur","Agnes Scott College",1,"DeKalbGeorgia",0.0255354624079905,"Fully online","1030","Private nonprofit, 4-year",0.000970873786407767
"293","oct8","Georgia","Dougherty","Albany","Albany State University",63,"DoughertyGeorgia",0.0362340261039611,"Hybrid","6371","Public, 4-year",0.00988855752629101
"294","oct8","Georgia","Fulton","Atlanta","Atlanta Metropolitan State College",0,"FultonGeorgia",0.0266857906060227,"Fully in person","2187","Public, 4-year",0
"295","oct8","Georgia","Richmond","Augusta","Augusta University",209,"RichmondGeorgia",0.0361795000938188,"Hybrid","8458","Public, 4-year",0.0247103334121542
"296","oct8","Georgia","Floyd","Mount Berry","Berry College",178,"FloydGeorgia",0.0340819102925948,"Primarily in person","2014","Private nonprofit, 4-year",0.0883813306852036
"297","oct8","Georgia","Hall","Gainesville","Brenau University",45,"HallGeorgia",0.0476078673064601,"Primarily in person","2842","Private nonprofit, 4-year",0.0158339197748065
"298","oct8","Georgia","DeKalb","Atlanta","Clark Atlanta University",0,"DeKalbGeorgia",0.0255354624079905,"Fully online","3911","Private nonprofit, 4-year",0
"299","oct8","Georgia","Clayton","Morrow","Clayton State University",70,"ClaytonGeorgia",0.0247899102157013,"Primarily in person","7038","Public, 4-year",0.00994600738846263
"300","oct8","Georgia","Glynn","Brunswick","College of Coastal Georgia",58,"GlynnGeorgia",0.041398958870703,"Fully in person","3546","Public, 4-year",0.0163564579808235
"301","oct8","Georgia","Muscogee","Columbus","Columbus State University",62,"MuscogeeGeorgia",0.0313481705479417,"Primarily in person","8076","Public, 4-year",0.00767706785537395
"302","oct8","Georgia","Walker","Lookout Mountain","Covenant College",15,"WalkerGeorgia",0.0236665185418787,"Primarily in person","1046","Private nonprofit, 4-year",0.01434034416826
"303","oct8","Georgia","Whitfield","Dalton","Dalton State College",32,"WhitfieldGeorgia",0.045590090606721,"Primarily in person","5118","Public, 4-year",0.00625244236029699
"304","oct8","Georgia","Emanuel","Swainsboro","East Georgia State College",45,"EmanuelGeorgia",0.0494126998145368,"Primarily in person","2942","Public, 4-year",0.0152957171991842
"306","oct8","Georgia","Fulton","Atlanta","Emory University",178,"FultonGeorgia",0.0266857906060227,"Primarily online","14458","Private nonprofit, 4-year",0.0123115230322313
"307","oct8","Georgia","Peach","Fort Valley","Fort Valley State University",39,"PeachGeorgia",0.0249764031075292,"Primarily in person","2776","Public, 4-year",0.0140489913544669
"309","oct8","Georgia","Gwinnett","Lawrenceville","Georgia Gwinnett College",96,"GwinnettGeorgia",0.0302568758344459,"Hybrid","12508","Public, 4-year",0.00767508794371602
"310","oct8","Georgia","Floyd","Rome","Georgia Highlands College",46,"FloydGeorgia",0.0340819102925948,"Primarily in person","6184","Public, 4-year",0.0074385510996119
"311","oct8","Georgia","Fulton","Atlanta","Georgia Institute of Technology",929,"FultonGeorgia",0.0266857906060227,"Hybrid","32723","Public, 4-year",0.0283898175595147
"312","oct8","Georgia","Baldwin","Milledgeville","Georgia Military College",1,"BaldwinGeorgia",0.0482290042325685,"Primarily online","8812","Public, 4-year",0.000113481615978212
"313","oct8","Georgia","Bulloch","Statesboro","Georgia Southern University",1178,"BullochGeorgia",0.0369309617123907,"Primarily in person","26408","Public, 4-year",0.0446076946379885
"314","oct8","Georgia","Sumter","Americus","Georgia Southwestern State University",41,"SumterGeorgia",0.0319062457661563,"Primarily in person","2907","Public, 4-year",0.0141038871689026
"315","oct8","Georgia","Fulton","Atlanta","Georgia State University",197,"FultonGeorgia",0.0266857906060227,"Hybrid","34316","Public, 4-year",0.00574076232661149
"317","oct8","Georgia","Cobb","Kennesaw","Kennesaw State University",353,"CobbGeorgia",0.0266055902786457,"Hybrid","35420","Public, 4-year",0.00996612083568605
"318","oct8","Georgia","Troup","LaGrange","LaGrange College",18,"TroupGeorgia",0.0410171333771917,"Primarily in person","1029","Private nonprofit, 4-year",0.0174927113702624
"319","oct8","Georgia","Bibb","Macon","Mercer University",259,"BibbGeorgia",0.0404481617142969,"Fully in person","8740","Private nonprofit, 4-year",0.0296338672768879
"320","oct8","Georgia","Bibb","Macon","Middle Georgia State University",163,"BibbGeorgia",0.0404481617142969,"Primarily in person","7802","Public, 4-year",0.0208920789541143
"322","oct8","Georgia","DeKalb","Atlanta","Oglethorpe University",3,"DeKalbGeorgia",0.0255354624079905,"Fully online","1264","Private nonprofit, 4-year",0.00237341772151899
"324","oct8","Georgia","Chatham","Savannah","Savannah State University",35,"ChathamGeorgia",0.030193829250596,"Undetermined","4077","Public, 4-year",0.00858474368408143
"326","oct8","Georgia","Coffee","Douglas","South Georgia State College",31,"CoffeeGeorgia",0.0490143969680863,"Fully in person","2482","Public, 4-year",0.0124899274778405
"327","oct8","Georgia","Clarke","Athens","University of Georgia",3888,"ClarkeGeorgia",0.0409020423747964,"Primarily in person","38652","Public, 4-year",0.10058987891959
"328","oct8","Georgia","Lumpkin","Dahlonega","University of North Georgia",485,"LumpkinGeorgia",0.0281761380541506,"Primarily online","19722","Public, 4-year",0.0245918263867762
"329","oct8","Georgia","Carroll","Carrollton","University of West Georgia",178,"CarrollGeorgia",0.0242432828855257,"Primarily in person","13733","Public, 4-year",0.0129614796475643
"330","oct8","Georgia","Lowndes","Valdosta","Valdosta State University",118,"LowndesGeorgia",0.0344701292949253,"Primarily in person","11211","Public, 4-year",0.0105253768620105
"335","oct8","Hawaii","Honolulu","Honolulu","Hawaii Pacific University",1,"HonoluluHawaii",0.0120792601401859,"Primarily in person","4086","Private nonprofit, 4-year",0.000244738130200685
"336","oct8","Hawaii","Honolulu","Honolulu","Kapiolani Community College",3,"HonoluluHawaii",0.0120792601401859,"Primarily in person","6899","Public, 2-year",0.00043484562980142
"338","oct8","Hawaii","Maui","Kahului","University of Hawaii Maui College",1,"MauiHawaii",0.00299850074962519,"Primarily online","3092","Public, 4-year",0.000323415265200517
"339","oct8","Hawaii","Hawaii","Hilo","University of Hawaii, Hilo",2,"HawaiiHawaii",0.00428260211500003,"Primarily online","3406","Public, 4-year",0.000587199060481503
"341","oct8","Hawaii","Honolulu","Kapolei","University of Hawaii-West Oahu",0,"HonoluluHawaii",0.0120792601401859,"Primarily online","3128","Public, 4-year",0
"342","oct8","Idaho","Ada","Boise ","Boise State University",400,"AdaIdaho",0.028833834800358,"Primarily in person","25504","Public, 4-year",0.0156838143036386
"343","oct8","Idaho","Madison","Rexburg","Brigham Young University-Idaho",71,"MadisonIdaho",0.031773874257649,"Primarily online","42341","Private nonprofit, 4-year",0.00167686167072105
"345","oct8","Idaho","Twin Falls","Twin Falls","College of Southern Idaho",45,"Twin FallsIdaho",0.030778793250305,"Primarily online","6906","Public, 2-year",0.00651607298001738
"346","oct8","Idaho","Bannock","Pocatello","Idaho State University",148,"BannockIdaho",0.0169574526239067,"Primarily in person","12363","Public, 4-year",0.0119712044002265
"347","oct8","Idaho","Nez Perce","Lewiston","Lewis-Clark State College",12,"Nez PerceIdaho",0.0125717679667393,"Primarily in person","3684","Public, 4-year",0.00325732899022801
"348","oct8","Idaho","Kootenai","Coeur d'Alene","North Idaho College",17,"KootenaiIdaho",0.0176828789899636,"Hybrid","5270","Public, 2-year",0.0032258064516129
"349","oct8","Idaho","Canyon","Nampa","Northwest Nazarene University",12,"CanyonIdaho",0.0373332057133161,"Primarily in person","2201","Private nonprofit, 4-year",0.00545206724216265
"350","oct8","Idaho","Latah","Moscow","University of Idaho",307,"LatahIdaho",0.0167048967786975,"Primarily in person","11841","Public, 4-year",0.0259268642851111
"352","oct8","Illinois","Kane","Aurora","Aurora University",1,"KaneIllinois",0.0259615366555034,"Primarily online","6005","Private nonprofit, 4-year",0.000166527893422148
"353","oct8","Illinois","DuPage","Lisle","Benedictine University",7,"DuPageIllinois",0.020134984467793,"Primarily in person","4940","Private nonprofit, 4-year",0.001417004048583
"355","oct8","Illinois","Peoria","Peoria","Bradley University",338,"PeoriaIllinois",0.021006926034859,"Primarily online","5882","Private nonprofit, 4-year",0.0574634478068684
"356","oct8","Illinois","Cook","Chicago","Chicago State University",17,"CookIllinois",0.0292025622918419,"Primarily online","2964","Public, 4-year",0.00573549257759784
"357","oct8","Illinois","Cook","Chicago","Columbia College Chicago",3,"CookIllinois",0.0292025622918419,"Primarily online","6825","Private nonprofit, 4-year",0.00043956043956044
"358","oct8","Illinois","Cook","River Forest","Concordia University Chicago",2,"CookIllinois",0.0292025622918419,"Fully online","6005","Private nonprofit, 4-year",0.000333055786844296
"359","oct8","Illinois","Cook","Chicago","DePaul University",10,"CookIllinois",0.0292025622918419,"Fully online","22437","Private nonprofit, 4-year",0.000445692383117173
"360","oct8","Illinois","Cook","River Forest","Dominican University",28,"CookIllinois",0.0292025622918419,"Hybrid","2990","Private nonprofit, 4-year",0.00936454849498328
"361","oct8","Illinois","Coles","Charleston","Eastern Illinois University",305,"ColesIllinois",0.0314296438237095,"Primarily in person","7526","Public, 4-year",0.0405261759234653
"363","oct8","Illinois","Woodford","Eureka","Eureka College",23,"WoodfordIllinois",0.0123508151538002,"Primarily in person","567","Private nonprofit, 4-year",0.0405643738977072
