"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type","adjCases"
"2552","nov5","Missouri","Polk","Bolivar","Southwest Baptist University",148,"PolkMissouri",0.0403434010389126,"Primarily in person","3357","Private nonprofit, 4-year",0.044086982424784
"2555","nov5","Missouri","Pettis","Sedalia","State Fair Community College",111,"PettisMissouri",0.049150901060488,"Primarily online","4731","Public, 2-year",0.0234622701331642
"2556","nov5","Missouri","Boone","Columbia","Stephens College",20,"BooneMissouri",0.0384233887278833,"Hybrid","756","Private nonprofit, 4-year",0.0264550264550265
"2557","nov5","Missouri","Adair","Kirksville","Truman State University",171,"AdairMissouri",0.0260426942350945,"Hybrid","5853","Public, 4-year",0.0292157867760123
"2558","nov5","Missouri","Johnson","Warrensburg","University of Central Missouri",619,"JohnsonMissouri",0.0313158965632052,"Primarily in person","11487","Public, 4-year",0.0538870026987029
"2565","nov5","Missouri","Clay","Liberty","William Jewell College",25,"ClayMissouri",0.0121585289740266,"Primarily in person","808","Private nonprofit, 4-year",0.0309405940594059
"2566","nov5","Missouri","Callaway","Fulton","William Woods University",37,"CallawayMissouri",0.0372348747290079,"Primarily in person","2302","Private nonprofit, 4-year",0.0160729800173762
"2567","nov5","Montana","Lewis and Clark","Helena","Carroll College",47,"Lewis and ClarkMontana",0.0182048623113262,"Primarily in person","1335","Private nonprofit, 4-year",0.0352059925093633
"2568","nov5","Montana","Flathead","Kalispell","Flathead Valley Community College",2,"FlatheadMontana",0.0372232818912202,"Primarily online","2351","Public, 2-year",0.000850701829008932
"2574","nov5","Montana","Silver Bow","Butte ","Montana Technological University",99,"Silver BowMontana",0.0210224831734212,"Fully in person","1844","Public, 4-year",0.0536876355748373
"2575","nov5","Montana","Yellowstone","Billings","Rocky Mountain College",15,"YellowstoneMontana",0.0461686298822071,"Primarily in person","997","Private nonprofit, 4-year",0.0150451354062187
"2579","nov5","Montana","Beaverhead","Dillon","University of Montana Western",75,"BeaverheadMontana",0.0336401142494446,"Primarily in person","1508","Public, 4-year",0.0497347480106101
"2580","nov5","Nebraska","Dawes","Chadron","Chadron State College",73,"DawesNebraska",0.0332984049365467,"Hybrid","2448","Public, 4-year",0.0298202614379085
"2582","nov5","Nebraska","Douglas","Omaha","Creighton University",481,"DouglasNebraska",0.0433359529656396,"Primarily in person","8910","Private nonprofit, 4-year",0.0539842873176207
"2583","nov5","Nebraska","Saline","Crete","Doane University",119,"SalineNebraska",0.0721316085489314,"Hybrid","1008","Private nonprofit, 4-year",0.118055555555556
"2584","nov5","Nebraska","Adams","Hastings","Hastings College",45,"AdamsNebraska",0.0312151261040079,"Hybrid","1080","Private nonprofit, 4-year",0.0416666666666667
"2585","nov5","Nebraska","Dodge","Fremont","Midland University",139,"DodgeNebraska",0.0514973335156571,"Primarily in person","1873","Private nonprofit, 4-year",0.0742124933262146
"2586","nov5","Nebraska","Lancaster","Lincoln","Nebraska Wesleyan University",258,"LancasterNebraska",0.0327650506126798,"Primarily in person","2095","Private nonprofit, 4-year",0.123150357995227
"2587","nov5","Nebraska","Nemaha","Peru","Peru State College",111,"NemahaNebraska",0.0273952954675846,"Primarily in person","2114","Public, 4-year",0.0525070955534532
"2589","nov5","Nebraska","Buffalo","Kearney","University of Nebraska, Kearney",224,"BuffaloNebraska",0.042530054974929,"Hybrid","6327","Public, 4-year",0.0354038248775091
"2590","nov5","Nebraska","Douglas","Omaha","University of Nebraska, Omaha",270,"DouglasNebraska",0.0433359529656396,"Primarily in person","15431","Public, 4-year",0.0174972458039012
"2592","nov5","Nebraska","Wayne","Wayne","Wayne State College",185,"WayneNebraska",0.0444326052210975,"Fully in person","3633","Public, 4-year",0.0509221029452243
"2593","nov5","Nevada","Clark","Las Vegas","College of Southern Nevada",97,"ClarkNevada",0.0377819884723046,"Other","34169","Public, 4-year",0.00283883051889139
"2594","nov5","Nevada","Elko","Elko","Great Basin College",3,"ElkoNevada",0.031433551858729,"Primarily online","3451","Public, 4-year",0.000869313242538395
"2595","nov5","Nevada","Clark","Henderson","Nevada State College",16,"ClarkNevada",0.0377819884723046,"Primarily online","4930","Public, 4-year",0.00324543610547667
"2596","nov5","Nevada","Washoe","Reno","Truckee Meadows Community College",25,"WashoeNevada",0.0314282139213902,"Primarily online","10861","Public, 4-year",0.00230181382929749
"2597","nov5","Nevada","Clark","Las Vegas","University of Nevada, Las Vegas",325,"ClarkNevada",0.0377819884723046,"Primarily online","30457","Public, 4-year",0.0106707817578882
"2598","nov5","Nevada","Washoe","Reno","University of Nevada, Reno",800,"WashoeNevada",0.0314282139213902,"Hybrid","21463","Public, 4-year",0.0372734473279597
"2599","nov5","Nevada","Carson City","Carson City","Western Nevada College",14,"Carson CityNevada",0.0151477215823736,"Primarily online","3327","Public, 4-year",0.00420799519086264
"2600","nov5","New Hampshire","Merrimack","New London","Colby-Sawyer College",2,"MerrimackNew Hampshire",0.00666486118725684,"Primarily in person","859","Private nonprofit, 4-year",0.00232828870779977
"2601","nov5","New Hampshire","Grafton","Hanover","Dartmouth College",23,"GraftonNew Hampshire",0.00313730725585742,"Primarily online","6572","Private nonprofit, 4-year",0.00349969567863664
"2602","nov5","New Hampshire","Cheshire","Rindge","Franklin Pierce University",22,"CheshireNew Hampshire",0.00295721889991457,"Primarily in person","2178","Private nonprofit, 4-year",0.0101010101010101
"2603","nov5","New Hampshire","Merrimack","Concord","Granite State College",0,"MerrimackNew Hampshire",0.00666486118725684,"Fully online","2025","Public, 4-year",0
"2604","nov5","New Hampshire","Rockingham","Portsmouth","Great Bay Community College",1,"RockinghamNew Hampshire",0.00941346616349602,"Primarily online","1887","Public, 2-year",0.000529941706412295
"2605","nov5","New Hampshire","Cheshire","Keene","Keene State College",13,"CheshireNew Hampshire",0.00295721889991457,"Hybrid","3543","Public, 4-year",0.00366920688681908
"2606","nov5","New Hampshire","Belknap","Laconia","Lakes Region Community College",2,"BelknapNew Hampshire",0.00438803973704386,"Primarily online","729","Public, 2-year",0.00274348422496571
"2608","nov5","New Hampshire","Hillsborough","Nashua","Nashua Community College",2,"HillsboroughNew Hampshire",0.013872070019783,"Primarily online","1626","Public, 2-year",0.001230012300123
"2609","nov5","New Hampshire","Merrimack","Henniker","New England College",19,"MerrimackNew Hampshire",0.00666486118725684,"Primarily online","2521","Private nonprofit, 4-year",0.00753669178897263
"2610","nov5","New Hampshire","Grafton","Plymouth","Plymouth State University",26,"GraftonNew Hampshire",0.00313730725585742,"Hybrid","5059","Public, 4-year",0.00513935560387428
"2611","nov5","New Hampshire","Hillsborough","Nashua","Rivier University",8,"HillsboroughNew Hampshire",0.013872070019783,"Primarily in person","2319","Private nonprofit, 4-year",0.00344976282880552
"2612","nov5","New Hampshire","Hillsborough","Manchester","Saint Anselm College",24,"HillsboroughNew Hampshire",0.013872070019783,"Primarily in person","2024","Private nonprofit, 4-year",0.0118577075098814
"2613","nov5","New Hampshire","Hillsborough","Manchester","Southern New Hampshire University",0,"HillsboroughNew Hampshire",0.013872070019783,"Fully online","104068","Private nonprofit, 4-year",0
"2614","nov5","New Hampshire","Strafford","Durham","University of New Hampshire",275,"StraffordNew Hampshire",0.00656036376719512,"Primarily online","15298","Public, 4-year",0.0179762060400052
"2615","nov5","New Jersey","Essex","Bloomfield","Bloomfield College",15,"EssexNew Jersey",0.0332238180168341,"Primarily online","1685","Private nonprofit, 4-year",0.00890207715133531
"2616","nov5","New Jersey","Essex","Caldwell","Caldwell University",1,"EssexNew Jersey",0.0332238180168341,"Hybrid","2189","Private nonprofit, 4-year",0.000456829602558246
"2617","nov5","New Jersey","Warren","Hackettstown","Centenary University",1,"WarrenNew Jersey",0.0163394036117682,"Other","1802","Private nonprofit, 4-year",0.000554938956714761
"2618","nov5","New Jersey","Morris","Morristown","College of Saint Elizabeth",5,"MorrisNew Jersey",0.0201791214711952,"Hybrid","1186","Private nonprofit, 4-year",0.00421585160202361
"2619","nov5","New Jersey","Morris","Madison","Drew University",1,"MorrisNew Jersey",0.0201791214711952,"Fully online","2263","Private nonprofit, 4-year",0.000441891294741494
"2620","nov5","New Jersey","Bergen","Teaneck","Fairleigh Dickinson University",9,"BergenNew Jersey",0.0283361331556894,"Primarily online","7871","Private nonprofit, 4-year",0.00114343793672977
"2622","nov5","New Jersey","Bergen","Lodi","Felician University",1,"BergenNew Jersey",0.0283361331556894,"Hybrid","2004","Private nonprofit, 4-year",0.000499001996007984
"2623","nov5","New Jersey","Ocean","Lakewood","Georgian Court University",25,"OceanNew Jersey",0.0285513829370242,"Primarily online","2458","Private nonprofit, 4-year",0.0101708706265256
"2624","nov5","New Jersey","Union","Union","Kean University",28,"UnionNew Jersey",0.038794552262012,"Primarily online","14056","Public, 4-year",0.00199203187250996
"2625","nov5","New Jersey","Monmouth","West Long Branch","Monmouth University",390,"MonmouthNew Jersey",0.0241097617142996,"Primarily in person","6167","Private nonprofit, 4-year",0.0632398248743311
"2626","nov5","New Jersey","Essex","Montclair","Montclair State University",83,"EssexNew Jersey",0.0332238180168341,"Primarily online","21115","Public, 4-year",0.00393085484252901
"2627","nov5","New Jersey","Hudson","Jersey City","New Jersey City University",2,"HudsonNew Jersey",0.0363835922848462,"Hybrid","7991","Public, 4-year",0.000250281566762608
"2628","nov5","New Jersey","Essex","Newark","New Jersey Institute of Technology",18,"EssexNew Jersey",0.0332238180168341,"Hybrid","11423","Public, 4-year",0.00157576818699116
"2629","nov5","New Jersey","Mercer","Princeton","Princeton University",88,"MercerNew Jersey",0.0264866777345345,"Fully online","8374","Private nonprofit, 4-year",0.0105087174588011
"2630","nov5","New Jersey","Bergen","Mahwah","Ramapo College of New Jersey",21,"BergenNew Jersey",0.0283361331556894,"Primarily online","6174","Public, 4-year",0.00340136054421769
"2631","nov5","New Jersey","Mercer","Lawrenceville ","Rider University",19,"MercerNew Jersey",0.0264866777345345,"Primarily online","4824","Private nonprofit, 4-year",0.00393864013266998
"2632","nov5","New Jersey","Gloucester","Glassboro","Rowan University",673,"GloucesterNew Jersey",0.0203815715480942,"Primarily in person","19465","Public, 4-year",0.0345748779861289
"2634","nov5","New Jersey","Hudson","Jersey City","Saint Peter's University",6,"HudsonNew Jersey",0.0363835922848462,"Fully online","3452","Private nonprofit, 4-year",0.00173812282734647
"2635","nov5","New Jersey","Essex","South Orange","Seton Hall University",48,"EssexNew Jersey",0.0332238180168341,"Hybrid","10162","Private nonprofit, 4-year",0.0047234796299941
"2636","nov5","New Jersey","Hudson","Hoboken","Stevens Institute of Technology",36,"HudsonNew Jersey",0.0363835922848462,"Hybrid","6929","Private nonprofit, 4-year",0.00519555491412902
"2637","nov5","New Jersey","Atlantic","Galloway","Stockton University",143,"AtlanticNew Jersey",0.0212424621686199,"Hybrid","9621","Public, 4-year",0.0148633198212244
"2641","nov5","New Mexico","Roosevelt","Portales","Eastern New Mexico University",24,"RooseveltNew Mexico",0.0298918918918919,"Primarily online","6005","Public, 4-year",0.00399666944213156
"2642","nov5","New Mexico","Santa Fe","Santa Fe","Institute of American Indian Arts",0,"Santa FeNew Mexico",0.0146916027082031,"Primarily online","589","Public, 4-year",0
"2643","nov5","New Mexico","McKinley","Crownpoint","Navajo Technical University",1,"McKinleyNew Mexico",0.0684630151190326,"Primarily online","1600","Public, 4-year",0.000625
"2644","nov5","New Mexico","San Miguel","Las Vegas","New Mexico Highlands University",10,"San MiguelNew Mexico",0.00784543754811746,"Primarily online","3037","Public, 4-year",0.0032927230819888
"2645","nov5","New Mexico","Socorro","Socorro","New Mexico Institute of Mining and Technology",6,"SocorroNew Mexico",0.0177916691711246,"Primarily online","1895","Public, 4-year",0.00316622691292876
"2646","nov5","New Mexico","Chaves","Roswell","New Mexico Military Institute",8,"ChavesNew Mexico",0.0371121256674147,"Primarily in person","412","Public, 2-year",0.0194174757281553
"2648","nov5","New Mexico","Rio Arriba","Española","Northern New Mexico College",0,"Rio ArribaNew Mexico",0.0151075255003725,"Fully online","926","Public, 4-year",0
"2649","nov5","New Mexico","San Juan","Farmington","San Juan College",10,"San JuanNew Mexico",0.0321963890995337,"Primarily online","6679","Public, 2-year",0.0014972301242701
"2651","nov5","New Mexico","Bernalillo","Albuquerque","University of New Mexico",136,"BernalilloNew Mexico",0.0188891228514506,"Hybrid","24319","Public, 4-year",0.00559233521115177
"2652","nov5","New Mexico","Grant","Silver City","Western New Mexico University",37,"GrantNew Mexico",0.00825987110156308,"Primarily online","3248","Public, 4-year",0.0113916256157635
"2653","nov5","New York","Nassau","Garden City","Adelphi University",31,"NassauNew York",0.0375245776476796,"Primarily online","8146","Public, 2-year",0.00380554873557574
"2655","nov5","New York","Albany","Albany","Albany College of Pharmacy and Health Sciences",1,"AlbanyNew York",0.0126904217920434,"Hybrid","1331","Private nonprofit, 4-year",0.000751314800901578
"2657","nov5","New York","Allegany","Alfred","Alfred University",18,"AlleganyNew York",0.00843982556247424,"Primarily in person","2302","Private nonprofit, 4-year",0.00781928757602085
"2658","nov5","New York","Dutchess","Annadale-on-Hudson","Bard College",1,"DutchessNew York",0.0192680257496142,"Primarily in person","2207","Private nonprofit, 4-year",0.000453103760761214
"2659","nov5","New York","New York","New York City","Barnard College",2,"New YorkNew York",0.167116717197579,"Fully online","2562","Private nonprofit, 4-year",0.00078064012490242
"2680","nov5","New York","Erie","Buffalo","Canisius College",50,"ErieNew York",0.0153727759382259,"Primarily in person","3244","Private nonprofit, 4-year",0.0154130702836005
"2681","nov5","New York","Madison","Cazenovia","Cazenovia College",4,"MadisonNew York",0.00868327201477284,"Primarily in person","870","Private nonprofit, 4-year",0.00459770114942529
"2682","nov5","New York","St. Lawrence","Potsdam","Clarkson University",8,"St. LawrenceNew York",0.0041674401336551,"Hybrid","4274","Private nonprofit, 4-year",0.00187178287318671
"2684","nov5","New York","Madison","Hamilton","Colgate University",51,"MadisonNew York",0.00868327201477284,"Hybrid","2969","Private nonprofit, 4-year",0.0171775008420344
"2685","nov5","New York","New York","New York City","College of Mount Saint Vincent",8,"New YorkNew York",0.167116717197579,"Primarily in person","1861","Private nonprofit, 4-year",0.00429876410531972
"2686","nov5","New York","New York","New York City","Columbia University",98,"New YorkNew York",0.167116717197579,"Fully online","31077","Private nonprofit, 4-year",0.00315345754094668
"2687","nov5","New York","Columbia","Hudson","Columbia-Greene Community College",3,"ColumbiaNew York",0.0130169354703083,"Primarily online","1584","Public, 2-year",0.00189393939393939
"2689","nov5","New York","Tompkins","Ithaca","Cornell University",185,"TompkinsNew York",0.00660598943041691,"Hybrid","23600","Private nonprofit, 4-year",0.00783898305084746
"2690","nov5","New York","Erie","Buffalo","D'Youville College",20,"ErieNew York",0.0153727759382259,"Hybrid","3045","Private nonprofit, 4-year",0.00656814449917898
"2691","nov5","New York","Erie","Amherst","Daemen College",15,"ErieNew York",0.0153727759382259,"Primarily online","2574","Private nonprofit, 4-year",0.00582750582750583
"2693","nov5","New York","Dutchess","Poughkeepsie","Dutchess Community College",8,"DutchessNew York",0.0192680257496142,"Primarily online","8582","Public, 2-year",0.000932183640177115
"2694","nov5","New York","Chemung","Elmira","Elmira College",167,"ChemungNew York",0.0239167944785276,"Primarily in person","892","Private nonprofit, 4-year",0.187219730941704
"2697","nov5","New York","New York","New York City","Fashion Institute of Technology",14,"New YorkNew York",0.167116717197579,"Primarily online","8767","Public, 4-year",0.00159689745637048
"2698","nov5","New York","Ontario","Canandaigua","Finger Lakes Community College",9,"OntarioNew York",0.00690490722100258,"Primarily online","5944","Public, 2-year",0.00151413189771198
"2699","nov5","New York","New York","New York City","Fordham University",57,"New YorkNew York",0.167116717197579,"Hybrid","16515","Private nonprofit, 4-year",0.00345140781108084
"2700","nov5","New York","Fulton","Johnstown","Fulton-Montgomery Community College",3,"FultonNew York",0.00693104546391173,"Primarily online","2451","Public, 2-year",0.00122399020807834
"2701","nov5","New York","Genesee","Batavia","Genesee Community College",9,"GeneseeNew York",0.00769902234636871,"Primarily in person","5530","Public, 2-year",0.00162748643761302
"2703","nov5","New York","Otsego","Oneonta","Hartwick College",31,"OtsegoNew York",0.00734540198006488,"Primarily in person","1176","Private nonprofit, 4-year",0.0263605442176871
"2704","nov5","New York","Herkimer","Herkimer","Herkimer County Community College",6,"HerkimerNew York",0.00691465940409987,"Hybrid","2398","Public, 2-year",0.00250208507089241
"2705","nov5","New York","Erie","Hamburg","Hilbert College",1,"ErieNew York",0.0153727759382259,"Primarily in person","764","Private nonprofit, 4-year",0.00130890052356021
"2707","nov5","New York","Nassau","Hempstead","Hofstra University",121,"NassauNew York",0.0375245776476796,"Primarily in person","10871","Private nonprofit, 4-year",0.0111305307699384
"2708","nov5","New York","Allegany","Houghton","Houghton College",1,"AlleganyNew York",0.00843982556247424,"Hybrid","1001","Private nonprofit, 4-year",0.000999000999000999
"2709","nov5","New York","Rensselaer","Troy","Hudson Valley Community College",22,"RensselaerNew York",0.00731504467154756,"Primarily online","10896","Public, 2-year",0.00201908957415565
"2710","nov5","New York","Westchester","New Rochelle","Iona College",102,"WestchesterNew York",0.0429361678377188,"Primarily online","3926","Private nonprofit, 4-year",0.0259806418746816
"2711","nov5","New York","Tompkins","Ithaca ","Ithaca College",36,"TompkinsNew York",0.00660598943041691,"Fully online","6517","Private nonprofit, 4-year",0.00552401411692497
"2712","nov5","New York","Chautauqua","Jamestown","Jamestown Community College",14,"ChautauquaNew York",0.00851831713986273,"Primarily online","4476","Public, 2-year",0.0031277926720286
"2713","nov5","New York","Yates","Keuka Park","Keuka College",119,"YatesNew York",0.00614137197447116,"Primarily in person","1926","Private nonprofit, 4-year",0.0617860851505711
"2714","nov5","New York","Onondaga","Syracuse","Le Moyne College",34,"OnondagaNew York",0.0132934370982872,"Primarily in person","3356","Private nonprofit, 4-year",0.0101311084624553
"2716","nov5","New York","New York","New York City","Manhattan College",31,"New YorkNew York",0.167116717197579,"Hybrid","4232","Private nonprofit, 4-year",0.00732514177693762
"2717","nov5","New York","Westchester","Purchase","Manhattanville College",4,"WestchesterNew York",0.0429361678377188,"Primarily online","2494","Private nonprofit, 4-year",0.00160384923817161
"2718","nov5","New York","Dutchess","Poughkeepsie","Marist College",54,"DutchessNew York",0.0192680257496142,"Primarily in person","6624","Private nonprofit, 4-year",0.00815217391304348
"2719","nov5","New York","New York","New York City","Marymount Manhattan College",2,"New YorkNew York",0.167116717197579,"Primarily online","2063","Private nonprofit, 4-year",0.000969461948618517
"2720","nov5","New York","Erie","Buffalo","Medaille College",43,"ErieNew York",0.0153727759382259,"Primarily in person","2146","Private nonprofit, 4-year",0.0200372786579683
"2721","nov5","New York","Westchester","Dobbs Ferry","Mercy College",32,"WestchesterNew York",0.0429361678377188,"Hybrid","9031","Private nonprofit, 4-year",0.00354335068098771
"2722","nov5","New York","Oneida","Utica","Mohawk Valley Community College",4,"OneidaNew York",0.0128831377831032,"Primarily online","6317","Public, 2-year",0.00063321196770619
"2723","nov5","New York","Nassau","Rockville Centre","Molloy College",29,"NassauNew York",0.0375245776476796,"Primarily in person","4929","Private nonprofit, 4-year",0.00588354635828769
"2725","nov5","New York","Monroe","Rochester","Monroe Community College",66,"MonroeNew York",0.0111058683958639,"Primarily online","12273","Public, 2-year",0.00537765827426057
"2727","nov5","New York","Nassau","Garden City","Nassau Community College",40,"NassauNew York",0.0375245776476796,"Primarily online","17406","Public, 2-year",0.00229805814087096
"2730","nov5","New York","Nassau","Old Westbury","New York Institute of Technology",5,"NassauNew York",0.0375245776476796,"Primarily online","7173","Private nonprofit, 4-year",0.000697058413495051
"2732","nov5","New York","New York","New York City","New York University",455,"New YorkNew York",0.167116717197579,"Hybrid","51847","Private nonprofit, 4-year",0.0087758211661234
"2733","nov5","New York","Niagara","Sanborn","Niagara County Community College",26,"NiagaraNew York",0.0106603083891992,"Primarily online","5047","Public, 2-year",0.00515157519318407
"2734","nov5","New York","Niagara","Niagara","Niagara University",35,"NiagaraNew York",0.0106603083891992,"Fully in person","3763","Private nonprofit, 4-year",0.00930108955620516
"2735","nov5","New York","New York","New York","Nyack College",3,"New YorkNew York",0.167116717197579,"Primarily online","2351","Private nonprofit, 4-year",0.0012760527435134
"2736","nov5","New York","Onondaga","Syracuse","Onondaga Community College",28,"OnondagaNew York",0.0132934370982872,"Hybrid","9834","Public, 2-year",0.00284726459223104
"2737","nov5","New York","Orange","Middletown","Orange County Community College",10,"OrangeNew York",0.0367589754247415,"Primarily online","6617","Public, 2-year",0.00151125887864591
"2738","nov5","New York","New York","New York","Pace University",84,"New YorkNew York",0.167116717197579,"Primarily online","13326","Private nonprofit, 4-year",0.00630346690679874
"2740","nov5","New York","New York","New York City","Pratt Institute",4,"New YorkNew York",0.167116717197579,"Primarily online","5015","Private nonprofit, 4-year",0.000797607178464606
"2741","nov5","New York","Rensselaer","Troy","Rensselaer Polytechnic Institute",9,"RensselaerNew York",0.00731504467154756,"Primarily online","7895","Private nonprofit, 4-year",0.00113996200126662
"2742","nov5","New York","Monroe","Rochester","Roberts Wesleyan College",9,"MonroeNew York",0.0111058683958639,"Primarily online","1739","Private nonprofit, 4-year",0.00517538815411156
"2743","nov5","New York","Monroe","Rochester","Rochester Institute of Technology",31,"MonroeNew York",0.0111058683958639,"Primarily in person","16463","Private nonprofit, 4-year",0.00188301038692826
"2744","nov5","New York","Rockland","Suffern","Rockland Community College",7,"RocklandNew York",0.0573469331377057,"Primarily online","6859","Public, 2-year",0.00102055693249745
"2775","nov5","New York","Westchester","Bronxville","Sarah Lawrence College",5,"WestchesterNew York",0.0429361678377188,"Primarily online","1709","Private nonprofit, 4-year",0.00292568753657109
"2776","nov5","New York","Schenectady","Schenectady","Schenectady County Community College",5,"SchenectadyNew York",0.010727693030863,"Primarily online","5231","Public, 2-year",0.000955840183521315
"2777","nov5","New York","Albany","Loudonville","Siena College",84,"AlbanyNew York",0.0126904217920434,"Primarily in person","3221","Private nonprofit, 4-year",0.0260788574976715
"2778","nov5","New York","Saratoga","Saratoga Springs","Skidmore College",7,"SaratogaNew York",0.00644731862022161,"Hybrid","2613","Private nonprofit, 4-year",0.00267891312667432
"2779","nov5","New York","Cattaraugus","St. Bonaventure","St. Bonaventure University",17,"CattaraugusNew York",0.00764612373057267,"Primarily in person","2379","Private nonprofit, 4-year",0.007145859604876
"2781","nov5","New York","Monroe","Rocheser","St. John Fisher College",101,"MonroeNew York",0.0111058683958639,"Primarily in person","3712","Private nonprofit, 4-year",0.0272090517241379
"2785","nov5","New York","St. Lawrence","Canton","St. Lawrence University",3,"St. LawrenceNew York",0.0041674401336551,"Hybrid","2522","Private nonprofit, 4-year",0.00118953211736717
"2786","nov5","New York","Rockland","Sparkill","St. Thomas Aquinas College",18,"RocklandNew York",0.0573469331377057,"Primarily in person","2000","Private nonprofit, 4-year",0.009
"2787","nov5","New York","Suffolk","Stony Brook","Stony Brook University",524,"SuffolkNew York",0.0338838995774756,"Primarily online","26256","Public, 4-year",0.0199573430834857
"2789","nov5","New York","Onondaga","Syracuse","Syracuse University",257,"OnondagaNew York",0.0132934370982872,"Hybrid","22803","Private nonprofit, 4-year",0.0112704468710257
"2793","nov5","New York","Tompkins","Dryden","Tompkins Cortland Community College",18,"TompkinsNew York",0.00660598943041691,"Primarily online","2373","Public, 2-year",0.00758533501896334
"2795","nov5","New York","Erie","Buffalo","Trocaire College",6,"ErieNew York",0.0153727759382259,"Primarily online","1349","Private nonprofit, 4-year",0.0044477390659748
"2796","nov5","New York","Ulster","Stone Ridge","Ulster County Community College",2,"UlsterNew York",0.0145742877577109,"Primarily online","3554","Public, 2-year",0.00056274620146314
"2798","nov5","New York","Nassau","Kings Point","United States Merchant Marine Academy",3,"NassauNew York",0.0375245776476796,"Undetermined","1015","Public, 4-year",0.00295566502463054
"2800","nov5","New York","Monroe","Rochester","University of Rochester",37,"MonroeNew York",0.0111058683958639,"Hybrid","11817","Private nonprofit, 4-year",0.00313108233900313
"2802","nov5","New York","Oneida","Utica","Utica College",21,"OneidaNew York",0.0128831377831032,"Hybrid","5196","Private nonprofit, 4-year",0.00404157043879908
"2803","nov5","New York","Dutchess","Poughkeepsie","Vassar College",38,"DutchessNew York",0.0192680257496142,"Hybrid","2456","Private nonprofit, 4-year",0.0154723127035831
"2804","nov5","New York","New York","New York City","Wagner College",17,"New YorkNew York",0.167116717197579,"Hybrid","2218","Private nonprofit, 4-year",0.00766456266907124
"2806","nov5","New York","Cayuga","Aurora","Wells College",0,"CayugaNew York",0.00634663602173005,"Primarily in person","471","Private nonprofit, 4-year",0
"2807","nov5","New York","New York","New York City","Yeshiva University",5,"New YorkNew York",0.167116717197579,"Primarily in person","6479","Private nonprofit, 4-year",0.00077172403148634
"2808","nov5","North Carolina","Watauga","Boone","Appalachian State University",1115,"WataugaNorth Carolina",0.0261138900261673,"Primarily online","19108","Public, 4-year",0.0583525225036634
"2809","nov5","North Carolina","Wilson","Wilson","Barton College",108,"WilsonNorth Carolina",0.0402195572181269,"Primarily in person","1059","Private nonprofit, 4-year",0.101983002832861
"2810","nov5","North Carolina","Gaston","Belmont","Belmont Abbey College",63,"GastonNorth Carolina",0.0360844256198531,"Primarily in person","1556","Private nonprofit, 4-year",0.0404884318766067
"2811","nov5","North Carolina","Transylvania","Brevard","Brevard College",15,"TransylvaniaNorth Carolina",0.0130580194852407,"Primarily in person","702","Private nonprofit, 4-year",0.0213675213675214
"2812","nov5","North Carolina","Harnett","Bules Creek","Campbell University",102,"HarnettNorth Carolina",0.0232908748602695,"Primarily online","6448","Private nonprofit, 4-year",0.015818858560794
"2813","nov5","North Carolina","Mecklenburg","Charlotte","Carolinas College of Health Sciences",4,"MecklenburgNorth Carolina",0.0320698947004384,"Primarily online","467","Public, 4-year",0.00856531049250535
"2814","nov5","North Carolina","Rowan","Salisbury","Catawba College",24,"RowanNorth Carolina",0.0311074826867857,"Primarily online","1294","Private nonprofit, 4-year",0.0185471406491499
"2815","nov5","North Carolina","Hertford","Murfreesboro","Chowan University",5,"HertfordNorth Carolina",0.0370824006419732,"Primarily online","1399","Private nonprofit, 4-year",0.00357398141529664
"2816","nov5","North Carolina","Mecklenburg","Davidson","Davidson College",29,"MecklenburgNorth Carolina",0.0320698947004384,"Hybrid","1843","Private nonprofit, 4-year",0.015735214324471
"2817","nov5","North Carolina","Durham","Durham","Duke University",191,"DurhamNorth Carolina",0.029584307967949,"Hybrid","16606","Private nonprofit, 4-year",0.0115018667951343
"2818","nov5","North Carolina","Durham","Durham","Durham Technical Community College",4,"DurhamNorth Carolina",0.029584307967949,"Primarily online","5434","Public, 2-year",0.000736105999263894
"2819","nov5","North Carolina","Pitt","Greenville","East Carolina University",1434,"PittNorth Carolina",0.0359241349547974,"Fully online","28718","Public, 4-year",0.0499338394038582
"2820","nov5","North Carolina","Pasquotank","Elizabeth City","Elizabeth City State University",58,"PasquotankNorth Carolina",0.0230012053033347,"Hybrid","1677","Public, 4-year",0.0345855694692904
"2821","nov5","North Carolina","Alamance","Elon","Elon University",701,"AlamanceNorth Carolina",0.0327475237303034,"Primarily in person","6991","Private nonprofit, 4-year",0.100271778000286
"2822","nov5","North Carolina","Cumberland","Fayetteville","Fayetteville State University",129,"CumberlandNorth Carolina",0.0225359081276508,"Primarily online","6318","Public, 4-year",0.0204178537511871
"2823","nov5","North Carolina","Cleveland","Boiling Springs","Gardner-Webb University",124,"ClevelandNorth Carolina",0.0353048077021246,"Primarily in person","3598","Private nonprofit, 4-year",0.0344635908838243
"2824","nov5","North Carolina","Guilford","Greensboro","Greensboro College",28,"GuilfordNorth Carolina",0.0231656781601492,"Primarily in person","1026","Private nonprofit, 4-year",0.0272904483430799
"2825","nov5","North Carolina","Guilford","Greensboro","Guilford College",28,"GuilfordNorth Carolina",0.0231656781601492,"Primarily in person","1576","Private nonprofit, 4-year",0.0177664974619289
