"","date","state","county","city","college","cases","mergeCS","countyCovidProp","plan","enrollment2018","type"
"4322","dec11","Minnesota","Ramsey","White Bear Lake","Century College",131,"RamseyMinnesota","0.0592835817640977","Primarily online","8891","Public, 2-year"
"4324","dec11","Minnesota","Clay","Moorhead","Concordia College, Moorhead",275,"ClayMinnesota","0.0880539379028993","Primarily in person","2129","Private nonprofit, 4-year"
"4325","dec11","Minnesota","Ramsey","St. Paul","Concordia University, St. Paul",129,"RamseyMinnesota","0.0592835817640977","Primarily in person","5054","Private nonprofit, 4-year"
"4327","dec11","Minnesota","Dakota","Rosemount","Dakota County Technical College",46,"DakotaMinnesota","0.0610879187732069","Primarily online","2523","Public, 2-year"
"4328","dec11","Minnesota","Carlton","Cloquet","Fond du Lac Tribal and Community College",13,"CarltonMinnesota","0.0626411307184076","Primarily in person","1982","Public, 2-year"
"4329","dec11","Minnesota","Nicollet","Saint Peter","Gustavus Adolphus College",191,"NicolletMinnesota","0.0544727781992181","Primarily online","2241","Private nonprofit, 4-year"
"4330","dec11","Minnesota","Ramsey","St. Paul","Hamline University",116,"RamseyMinnesota","0.0592835817640977","Primarily in person","3526","Private nonprofit, 4-year"
"4331","dec11","Minnesota","Hennepin","Brooklyn Park","Hennepin Technical College",55,"HennepinMinnesota","0.0607516097967915","Primarily online","4762","Public, 2-year"
"4332","dec11","Minnesota","St. Louis","Hibbing","Hibbing Community College",27,"St. LouisMinnesota","0.053835334304516","Primarily online","1118","Public, 2-year"
"4333","dec11","Minnesota","Dakota","Inver Grove Heights","Inver Hills Community College",37,"DakotaMinnesota","0.0610879187732069","Primarily online","4264","Public, 2-year"
"4334","dec11","Minnesota","Itasca","Grand Rapids","Itasca Community College",16,"ItascaMinnesota","0.0516951030356747","Primarily in person","1195","Public, 2-year"
"4335","dec11","Minnesota","St. Louis","Duluth","Lake Superior College",113,"St. LouisMinnesota","0.053835334304516","Primarily in person","5281","Public, 2-year"
"4336","dec11","Minnesota","Ramsey","St. Paul","Macalester College",49,"RamseyMinnesota","0.0592835817640977","Primarily online","2174","Private nonprofit, 4-year"
"4337","dec11","Minnesota","Brown","New Ulm","Martin Luther College",78,"BrownMinnesota","0.0703774792066539","Primarily in person","972","Private nonprofit, 4-year"
"4340","dec11","Minnesota","Ramsey","Saint Paul","Metropolitan State University",134,"RamseyMinnesota","0.0592835817640977","Primarily online","7861","Public, 4-year"
"4341","dec11","Minnesota","Hennepin","Minneapolis","Minneapolis Community and Technical College",143,"HennepinMinnesota","0.0607516097967915","Primarily online","6951","Public, 2-year"
"4342","dec11","Minnesota","Winona","Winona","Minnesota State College Southeast",50,"WinonaMinnesota","0.0638222010934157","Primarily online","1850","Public, 2-year"
"4345","dec11","Minnesota","Blue Earth","Mankato","Minnesota State University, Mankato",481,"Blue EarthMinnesota","0.0678462152454437","Hybrid","14374","Public, 4-year"
"4346","dec11","Minnesota","Yellow Medicine","Granite Falls","Minnesota West Community and Technical College",61,"Yellow MedicineMinnesota","0.0796168503450407","Primarily online","3362","Public, 2-year"
"4347","dec11","Minnesota","Hennepin","Bloomington","Normandale Community College",29,"HennepinMinnesota","0.0607516097967915","Primarily online","9784","Public, 2-year"
"4349","dec11","Minnesota","Hennepin","Brooklyn Park","North Hennepin Community College",49,"HennepinMinnesota","0.0607516097967915","Primarily online","6286","Public, 2-year"
"4350","dec11","Minnesota","Pennington","Thief River Falls","Northland Community and Technical College",133,"PenningtonMinnesota","0.0574403286351725","Primarily online","3500","Public, 2-year"
"4351","dec11","Minnesota","Beltrami","Bemidji","Northwest Technical College",23,"BeltramiMinnesota","0.0534669831313046","Primarily online","1022","Public, 2-year"
"4353","dec11","Minnesota","Koochiching","International Falls","Rainy River Community College",1,"KoochichingMinnesota","0.0385150053152343","Hybrid","236","Public, 2-year"
"4354","dec11","Minnesota","Kandiyohi","Willmar","Ridgewater College",92,"KandiyohiMinnesota","0.113243362114864","Primarily online","3298","Public, 2-year"
"4355","dec11","Minnesota","Mower","Austin","Riverland Community College",37,"MowerMinnesota","0.0750336977684589","Primarily online","3263","Public, 2-year"
"4356","dec11","Minnesota","Olmsted","Rochester","Rochester Community and Technical College",123,"OlmstedMinnesota","0.0492693928348063","Primarily online","5129","Public, 2-year"
"4358","dec11","Minnesota","Winona","Winona","Saint Mary's University of Minnesota",113,"WinonaMinnesota","0.0638222010934157","Primarily online","5560","Private nonprofit, 4-year"
"4359","dec11","Minnesota","Nicollet","North Mankato","South Central College",38,"NicolletMinnesota","0.0544727781992181","Primarily online","2746","Public, 2-year"
"4360","dec11","Minnesota","Lyon","Marshall","Southwest Minnesota State University",183,"LyonMinnesota","0.0995132291748449","Primarily online","7167","Public, 4-year"
"4361","dec11","Minnesota","Ramsey","St. Paul","St. Catherine University",208,"RamseyMinnesota","0.0592835817640977","Primarily online","4859","Private nonprofit, 4-year"
"4362","dec11","Minnesota","Stearns","St. Cloud","St. Cloud State University",414,"StearnsMinnesota","0.0969175849759429","Primarily online","13928","Public, 4-year"
"4364","dec11","Minnesota","Rice","Northfield","St. Olaf College",60,"RiceMinnesota","0.0702831033864899","Primarily in person","3048","Private nonprofit, 4-year"
"4374","dec11","Minnesota","St. Louis","Ely","Vermilion Community College",4,"St. LouisMinnesota","0.053835334304516","Primarily online","660","Public, 2-year"
"4375","dec11","Minnesota","Winona","Winona","Winona State University",600,"WinonaMinnesota","0.0638222010934157","Primarily online","7792","Public, 4-year"
"4376","dec11","Mississippi","Jefferson","Lorman","Alcorn State University",140,"JeffersonMississippi","0.057653791130186","Primarily online","3658","Public, 4-year"
"4377","dec11","Mississippi","Hinds","Jackson","Belhaven University",113,"HindsMississippi","0.049059696342305","Primarily online","4205","Private nonprofit, 4-year"
"4378","dec11","Mississippi","Bolivar","Cleveland","Delta State University",158,"BolivarMississippi","0.08900352618519","Primarily in person","3715","Public, 4-year"
"4379","dec11","Mississippi","Hinds","Jackson","Jackson State University",56,"HindsMississippi","0.049059696342305","Primarily online","7250","Public, 4-year"
"4380","dec11","Mississippi","Hinds","Jackson","Millsaps College",62,"HindsMississippi","0.049059696342305","Primarily in person","865","Private nonprofit, 4-year"
"4381","dec11","Mississippi","Hinds","Clinton","Mississippi College",178,"HindsMississippi","0.049059696342305","Primarily online","5103","Private nonprofit, 4-year"
"4382","dec11","Mississippi","Sunflower","Moorhead","Mississippi Delta Community College",66,"SunflowerMississippi","0.0816407805655117","Primarily in person","2373","Public, 2-year"
"4383","dec11","Mississippi","Oktibbeha","Mississippi State","Mississippi State University",799,"OktibbehaMississippi","0.0554580837719564","Hybrid","21974","Public, 4-year"
"4384","dec11","Mississippi","Lowndes","Columbus","Mississippi University for Women",79,"LowndesMississippi","0.0512330403618056","Primarily online","2711","Public, 4-year"
"4385","dec11","Mississippi","Leflore","Itta Bena","Mississippi Valley State University",116,"LefloreMississippi","0.0805450094028315","Primarily online","2285","Public, 4-year"
"4386","dec11","Mississippi","Prentiss","Booneville","Northeast Mississippi Community College",120,"PrentissMississippi","0.0672610045371329","Primarily in person","3512","Public, 2-year"
"4387","dec11","Mississippi","Marshall","Holly Springs","Rust College",39,"MarshallMississippi","0.0686518955063184","Hybrid","846","Private nonprofit, 4-year"
"4388","dec11","Mississippi","Lafayette","Oxford","University of Mississippi",938,"LafayetteMississippi","0.0665136340917085","Hybrid","22456","Public, 4-year"
"4390","dec11","Mississippi","Forrest","Hattiesburg","University of Southern Mississippi",494,"ForrestMississippi","0.0576658611159325","Primarily online","14509","Public, 4-year"
"4392","dec11","Missouri","Taney","Point Lookout","College of the Ozarks",2,"TaneyMissouri","0.0587183521670719","Primarily in person","1565","Private nonprofit, 4-year"
"4393","dec11","Missouri","Newton","Neosho","Crowder College",199,"NewtonMissouri","0.0536781372347002","Primarily online","4521","Public, 2-year"
"4394","dec11","Missouri","Greene","Springfield","Drury University",234,"GreeneMissouri","0.0586449028612762","Fully in person","1730","Private nonprofit, 4-year"
"4395","dec11","Missouri","Greene","Springfield","Evangel University",213,"GreeneMissouri","0.0586449028612762","Primarily online","2098","Private nonprofit, 4-year"
"4401","dec11","Missouri","St. Charles","St. Charles","Lindenwood University",253,"St. CharlesMissouri","0.0615563327380094","Hybrid","9468","Private nonprofit, 4-year"
"4403","dec11","Missouri","St. Louis","St. Louis","Missouri Baptist University",134,"St. LouisMissouri","0.0585362173797154","Primarily online","5292","Private nonprofit, 4-year"
"4405","dec11","Missouri","Greene","Springfield","Missouri State University",1591,"GreeneMissouri","0.0586449028612762","Hybrid","23697","Public, 4-year"
"4406","dec11","Missouri","Phelps","Rolla","Missouri University of Science and Technology",360,"PhelpsMissouri","0.0462611895093442","Primarily in person","8601","Public, 4-year"
"4407","dec11","Missouri","Buchanan","St. Joseph","Missouri Western State University",322,"BuchananMissouri","0.0826999679501854","Primarily in person","5669","Public, 4-year"
"4408","dec11","Missouri","Nodaway","Maryville","Northwest Missouri State University",747,"NodawayMissouri","0.0978182147383668","Hybrid","6857","Public, 4-year"
"4409","dec11","Missouri","Greene","Springfield","Ozarks Technical Community College",607,"GreeneMissouri","0.0586449028612762","Primarily in person","12221","Public, 2-year"
"4412","dec11","Missouri","Cape Girardeau","Cape Girardeau","Southeast Missouri State University",668,"Cape GirardeauMissouri","0.0811071242915647","Primarily in person","11071","Public, 4-year"
"4413","dec11","Missouri","Polk","Bolivar","Southwest Baptist University",213,"PolkMissouri","0.0653208497931506","Primarily in person","3357","Private nonprofit, 4-year"
"4416","dec11","Missouri","Pettis","Sedalia","State Fair Community College",197,"PettisMissouri","0.0875079713739106","Primarily online","4731","Public, 2-year"
"4417","dec11","Missouri","Boone","Columbia","Stephens College",29,"BooneMissouri","0.0642624803976438","Hybrid","756","Private nonprofit, 4-year"
"4418","dec11","Missouri","Adair","Kirksville","Truman State University",293,"AdairMissouri","0.054965868287101","Hybrid","5853","Public, 4-year"
"4419","dec11","Missouri","Johnson","Warrensburg","University of Central Missouri",826,"JohnsonMissouri","0.0519033702045799","Primarily in person","11487","Public, 4-year"
"4426","dec11","Missouri","Clay","Liberty","William Jewell College",80,"ClayMissouri","0.0234088690447613","Primarily in person","808","Private nonprofit, 4-year"
"4427","dec11","Missouri","Callaway","Fulton","William Woods University",54,"CallawayMissouri","0.072167713385334","Primarily in person","2302","Private nonprofit, 4-year"
"4428","dec11","Montana","Lewis and Clark","Helena","Carroll College",120,"Lewis and ClarkMontana","0.0522957714022353","Primarily in person","1335","Private nonprofit, 4-year"
"4429","dec11","Montana","Dawson","Glendive","Dawson Community College",15,"DawsonMontana","0.0916057122953675","Fully in person","413","Public, 2-year"
"4430","dec11","Montana","Flathead","Kalispell","Flathead Valley Community College",14,"FlatheadMontana","0.074321330173593","Primarily online","2351","Public, 2-year"
"4434","dec11","Montana","Custer","Miles City","Miles Community College",8,"CusterMontana","0.0743729170320996","Primarily online","505","Public, 2-year"
"4439","dec11","Montana","Silver Bow","Butte ","Montana Technological University",169,"Silver BowMontana","0.0733782042102248","Fully in person","1844","Public, 4-year"
"4441","dec11","Montana","Yellowstone","Billings","Rocky Mountain College",71,"YellowstoneMontana","0.0760880347179169","Primarily in person","997","Private nonprofit, 4-year"
"4445","dec11","Montana","Beaverhead","Dillon","University of Montana Western",101,"BeaverheadMontana","0.0670686554532953","Primarily in person","1508","Public, 4-year"
"4446","dec11","Nebraska","Dawes","Chadron","Chadron State College",141,"DawesNebraska","0.0578647106764466","Hybrid","2448","Public, 4-year"
"4448","dec11","Nebraska","Douglas","Omaha","Creighton University",760,"DouglasNebraska","0.0805598195079175","Primarily in person","8910","Private nonprofit, 4-year"
"4449","dec11","Nebraska","Saline","Crete","Doane University",168,"SalineNebraska","0.114384139482565","Hybrid","1008","Private nonprofit, 4-year"
"4450","dec11","Nebraska","Adams","Hastings","Hastings College",103,"AdamsNebraska","0.064789720371138","Hybrid","1080","Private nonprofit, 4-year"
"4451","dec11","Nebraska","Dodge","Fremont","Midland University",139,"DodgeNebraska","0.088882811431697","Primarily in person","1873","Private nonprofit, 4-year"
"4452","dec11","Nebraska","Lancaster","Lincoln","Nebraska Wesleyan University",381,"LancasterNebraska","0.0610047322072143","Primarily in person","2095","Private nonprofit, 4-year"
"4453","dec11","Nebraska","Nemaha","Peru","Peru State College",135,"NemahaNebraska","0.0592369477911647","Primarily in person","2114","Public, 4-year"
"4456","dec11","Nebraska","Buffalo","Kearney","University of Nebraska, Kearney",433,"BuffaloNebraska","0.0796834410680843","Hybrid","6327","Public, 4-year"
"4457","dec11","Nebraska","Douglas","Omaha","University of Nebraska, Omaha",518,"DouglasNebraska","0.0805598195079175","Primarily in person","15431","Public, 4-year"
"4459","dec11","Nebraska","Wayne","Wayne","Wayne State College",263,"WayneNebraska","0.0852424080980288","Fully in person","3633","Public, 4-year"
"4460","dec11","Nevada","Clark","Las Vegas","College of Southern Nevada",240,"ClarkNevada","0.0596881390029183","Other","34169","Public, 4-year"
"4461","dec11","Nevada","Elko","Elko","Great Basin College",26,"ElkoNevada","0.0624881579445981","Primarily online","3451","Public, 4-year"
"4462","dec11","Nevada","Clark","Henderson","Nevada State College",38,"ClarkNevada","0.0596881390029183","Primarily online","4930","Public, 4-year"
"4463","dec11","Nevada","Washoe","Reno","Truckee Meadows Community College",43,"WashoeNevada","0.0626188976478148","Primarily online","10861","Public, 4-year"
"4464","dec11","Nevada","Clark","Las Vegas","University of Nevada, Las Vegas",507,"ClarkNevada","0.0596881390029183","Primarily online","30457","Public, 4-year"
"4465","dec11","Nevada","Washoe","Reno","University of Nevada, Reno",1209,"WashoeNevada","0.0626188976478148","Hybrid","21463","Public, 4-year"
"4466","dec11","Nevada","Carson City","Carson City","Western Nevada College",49,"Carson CityNevada","0.0638636526217898","Primarily online","3327","Public, 4-year"
"4468","dec11","New Hampshire","Merrimack","New London","Colby-Sawyer College",10,"MerrimackNew Hampshire","0.0184753386925247","Primarily in person","859","Private nonprofit, 4-year"
"4469","dec11","New Hampshire","Grafton","Hanover","Dartmouth College",58,"GraftonNew Hampshire","0.00837727788532141","Primarily online","6572","Private nonprofit, 4-year"
"4470","dec11","New Hampshire","Cheshire","Rindge","Franklin Pierce University",22,"CheshireNew Hampshire","0.010225405796149","Primarily in person","2178","Private nonprofit, 4-year"
"4471","dec11","New Hampshire","Merrimack","Concord","Granite State College",0,"MerrimackNew Hampshire","0.0184753386925247","Fully online","2025","Public, 4-year"
"4472","dec11","New Hampshire","Rockingham","Portsmouth","Great Bay Community College",3,"RockinghamNew Hampshire","0.0225103222078387","Primarily online","1887","Public, 2-year"
"4473","dec11","New Hampshire","Cheshire","Keene","Keene State College",46,"CheshireNew Hampshire","0.010225405796149","Hybrid","3543","Public, 4-year"
"4474","dec11","New Hampshire","Belknap","Laconia","Lakes Region Community College",3,"BelknapNew Hampshire","0.0177479079327276","Primarily online","729","Public, 2-year"
"4477","dec11","New Hampshire","Hillsborough","Nashua","Nashua Community College",3,"HillsboroughNew Hampshire","0.0289718841796055","Primarily online","1626","Public, 2-year"
"4478","dec11","New Hampshire","Merrimack","Henniker","New England College",31,"MerrimackNew Hampshire","0.0184753386925247","Primarily online","2521","Private nonprofit, 4-year"
"4479","dec11","New Hampshire","Grafton","Plymouth","Plymouth State University",79,"GraftonNew Hampshire","0.00837727788532141","Hybrid","5059","Public, 4-year"
"4480","dec11","New Hampshire","Sullivan","Claremont","River Valley Community College",0,"SullivanNew Hampshire","0.00681407314698929","Hybrid","792","Public, 2-year"
"4481","dec11","New Hampshire","Hillsborough","Nashua","Rivier University",13,"HillsboroughNew Hampshire","0.0289718841796055","Primarily in person","2319","Private nonprofit, 4-year"
"4482","dec11","New Hampshire","Hillsborough","Manchester","Saint Anselm College",53,"HillsboroughNew Hampshire","0.0289718841796055","Primarily in person","2024","Private nonprofit, 4-year"
"4483","dec11","New Hampshire","Hillsborough","Manchester","Southern New Hampshire University",0,"HillsboroughNew Hampshire","0.0289718841796055","Fully online","104068","Private nonprofit, 4-year"
"4486","dec11","New Hampshire","Strafford","Durham","University of New Hampshire",620,"StraffordNew Hampshire","0.0157693691486837","Primarily online","15298","Public, 4-year"
"4488","dec11","New Hampshire","Coos","Berlin","White Mountains Community College",3,"CoosNew Hampshire","0.0121978265690841","Primarily online","699","Public, 2-year"
"4490","dec11","New Jersey","Essex","Bloomfield","Bloomfield College",34,"EssexNew Jersey","0.0500841703432523","Primarily online","1685","Private nonprofit, 4-year"
"4491","dec11","New Jersey","Essex","Caldwell","Caldwell University",13,"EssexNew Jersey","0.0500841703432523","Hybrid","2189","Private nonprofit, 4-year"
"4492","dec11","New Jersey","Warren","Hackettstown","Centenary University",22,"WarrenNew Jersey","0.0281569722705121","Other","1802","Private nonprofit, 4-year"
"4493","dec11","New Jersey","Morris","Morristown","College of Saint Elizabeth",18,"MorrisNew Jersey","0.032788785084732","Hybrid","1186","Private nonprofit, 4-year"
"4494","dec11","New Jersey","Morris","Madison","Drew University",5,"MorrisNew Jersey","0.032788785084732","Fully online","2263","Private nonprofit, 4-year"
"4495","dec11","New Jersey","Bergen","Teaneck","Fairleigh Dickinson University",16,"BergenNew Jersey","0.0424339359924137","Primarily online","7871","Private nonprofit, 4-year"
"4497","dec11","New Jersey","Bergen","Lodi","Felician University",21,"BergenNew Jersey","0.0424339359924137","Hybrid","2004","Private nonprofit, 4-year"
"4498","dec11","New Jersey","Ocean","Lakewood","Georgian Court University",64,"OceanNew Jersey","0.0415325781556228","Primarily online","2458","Private nonprofit, 4-year"
"4499","dec11","New Jersey","Union","Union","Kean University",101,"UnionNew Jersey","0.0570297713093229","Primarily online","14056","Public, 4-year"
"4500","dec11","New Jersey","Monmouth","West Long Branch","Monmouth University",514,"MonmouthNew Jersey","0.0393910745885148","Primarily in person","6167","Private nonprofit, 4-year"
"4501","dec11","New Jersey","Essex","Montclair","Montclair State University",186,"EssexNew Jersey","0.0500841703432523","Primarily online","21115","Public, 4-year"
"4502","dec11","New Jersey","Hudson","Jersey City","New Jersey City University",31,"HudsonNew Jersey","0.0538496202358449","Hybrid","7991","Public, 4-year"
"4503","dec11","New Jersey","Essex","Newark","New Jersey Institute of Technology",79,"EssexNew Jersey","0.0500841703432523","Hybrid","11423","Public, 4-year"
"4504","dec11","New Jersey","Mercer","Princeton","Princeton University",161,"MercerNew Jersey","0.0426149198486787","Fully online","8374","Private nonprofit, 4-year"
"4505","dec11","New Jersey","Bergen","Mahwah","Ramapo College of New Jersey",53,"BergenNew Jersey","0.0424339359924137","Primarily online","6174","Public, 4-year"
"4506","dec11","New Jersey","Mercer","Lawrenceville ","Rider University",78,"MercerNew Jersey","0.0426149198486787","Primarily online","4824","Private nonprofit, 4-year"
"4507","dec11","New Jersey","Gloucester","Glassboro","Rowan University",953,"GloucesterNew Jersey","0.0376050967644598","Primarily in person","19465","Public, 4-year"
"4511","dec11","New Jersey","Hudson","Jersey City","Saint Peter's University",15,"HudsonNew Jersey","0.0538496202358449","Fully online","3452","Private nonprofit, 4-year"
"4512","dec11","New Jersey","Essex","South Orange","Seton Hall University",185,"EssexNew Jersey","0.0500841703432523","Hybrid","10162","Private nonprofit, 4-year"
"4513","dec11","New Jersey","Hudson","Hoboken","Stevens Institute of Technology",102,"HudsonNew Jersey","0.0538496202358449","Hybrid","6929","Private nonprofit, 4-year"
"4514","dec11","New Jersey","Atlantic","Galloway","Stockton University",258,"AtlanticNew Jersey","0.0352182652558122","Hybrid","9621","Public, 4-year"
"4518","dec11","New Mexico","Roosevelt","Portales","Eastern New Mexico University",24,"RooseveltNew Mexico","0.0613513513513513","Primarily online","6005","Public, 4-year"
"4519","dec11","New Mexico","Santa Fe","Santa Fe","Institute of American Indian Arts",1,"Santa FeNew Mexico","0.0415076018569015","Primarily online","589","Public, 4-year"
"4520","dec11","New Mexico","McKinley","Crownpoint","Navajo Technical University",21,"McKinleyNew Mexico","0.11389017332941","Primarily online","1600","Public, 4-year"
"4521","dec11","New Mexico","San Miguel","Las Vegas","New Mexico Highlands University",21,"San MiguelNew Mexico","0.0201268467940023","Primarily online","3037","Public, 4-year"
"4522","dec11","New Mexico","Socorro","Socorro","New Mexico Institute of Mining and Technology",23,"SocorroNew Mexico","0.0447196008895835","Primarily online","1895","Public, 4-year"
"4523","dec11","New Mexico","Chaves","Roswell","New Mexico Military Institute",110,"ChavesNew Mexico","0.0899481544533003","Primarily in person","412","Public, 2-year"
"4525","dec11","New Mexico","Rio Arriba","Española","Northern New Mexico College",1,"Rio ArribaNew Mexico","0.0431129724313353","Fully online","926","Public, 4-year"
"4526","dec11","New Mexico","San Juan","Farmington","San Juan College",28,"San JuanNew Mexico","0.0596169670372223","Primarily online","6679","Public, 2-year"
"4528","dec11","New Mexico","Bernalillo","Albuquerque","University of New Mexico",349,"BernalilloNew Mexico","0.0479752503603923","Hybrid","24319","Public, 4-year"
"4529","dec11","New Mexico","Grant","Silver City","Western New Mexico University",50,"GrantNew Mexico","0.0221868286539744","Primarily online","3248","Public, 4-year"
"4531","dec11","New York","Nassau","Garden City","Adelphi University",60,"NassauNew York","0.0500971314531986","Primarily online","8146","Public, 2-year"
"4533","dec11","New York","Albany","Albany","Albany College of Pharmacy and Health Sciences",21,"AlbanyNew York","0.0241959241389694","Hybrid","1331","Private nonprofit, 4-year"
"4536","dec11","New York","Allegany","Alfred","Alfred University",31,"AlleganyNew York","0.0283352498318544","Primarily in person","2302","Private nonprofit, 4-year"
"4538","dec11","New York","Dutchess","Annadale-on-Hudson","Bard College",2,"DutchessNew York","0.0293285930840397","Primarily in person","2207","Private nonprofit, 4-year"
"4539","dec11","New York","New York","New York City","Barnard College",11,"New YorkNew York","0.215068281199922","Fully online","2562","Private nonprofit, 4-year"
"4541","dec11","New York","New York","New York City","Boricua College",0,"New YorkNew York","0.215068281199922","Hybrid","731","Private nonprofit, 4-year"
"4569","dec11","New York","Erie","Buffalo","Canisius College",142,"ErieNew York","0.0340502143241225","Primarily in person","3244","Private nonprofit, 4-year"
"4571","dec11","New York","Madison","Cazenovia","Cazenovia College",12,"MadisonNew York","0.0194668809292229","Primarily in person","870","Private nonprofit, 4-year"
"4572","dec11","New York","St. Lawrence","Potsdam","Clarkson University",21,"St. LawrenceNew York","0.0111936142565435","Hybrid","4274","Private nonprofit, 4-year"
"4575","dec11","New York","Madison","Hamilton","Colgate University",54,"MadisonNew York","0.0194668809292229","Hybrid","2969","Private nonprofit, 4-year"
"4576","dec11","New York","New York","New York City","College of Mount Saint Vincent",44,"New YorkNew York","0.215068281199922","Primarily in person","1861","Private nonprofit, 4-year"
"4577","dec11","New York","New York","New York City","Columbia University",285,"New YorkNew York","0.215068281199922","Fully online","31077","Private nonprofit, 4-year"
"4578","dec11","New York","Columbia","Hudson","Columbia-Greene Community College",8,"ColumbiaNew York","0.0194581322211197","Primarily online","1584","Public, 2-year"
"4580","dec11","New York","Tompkins","Ithaca","Cornell University",308,"TompkinsNew York","0.0142004306126444","Hybrid","23600","Private nonprofit, 4-year"
"4582","dec11","New York","Erie","Buffalo","D'Youville College",27,"ErieNew York","0.0340502143241225","Hybrid","3045","Private nonprofit, 4-year"
"4583","dec11","New York","Erie","Amherst","Daemen College",46,"ErieNew York","0.0340502143241225","Primarily online","2574","Private nonprofit, 4-year"
"4587","dec11","New York","Dutchess","Poughkeepsie","Dutchess Community College",23,"DutchessNew York","0.0293285930840397","Primarily online","8582","Public, 2-year"
"4588","dec11","New York","Livingston","Lima","Elim Bible Institute and College",38,"LivingstonNew York","0.0161649235464285","Primarily in person","113","Private, 2-year"
"4590","dec11","New York","Chemung","Elmira","Elmira College",172,"ChemungNew York","0.0430765912576687","Primarily in person","892","Private nonprofit, 4-year"
"4591","dec11","New York","New York","New York City","Elyon College",0,"New YorkNew York","0.215068281199922","Other","41","Private, 2-year"
"4595","dec11","New York","New York","New York City","Fashion Institute of Technology",29,"New YorkNew York","0.215068281199922","Primarily online","8767","Public, 4-year"
"4596","dec11","New York","Ontario","Canandaigua","Finger Lakes Community College",26,"OntarioNew York","0.0168614554961422","Primarily online","5944","Public, 2-year"
"4599","dec11","New York","New York","New York City","Fordham University",205,"New YorkNew York","0.215068281199922","Hybrid","16515","Private nonprofit, 4-year"
"4600","dec11","New York","Fulton","Johnstown","Fulton-Montgomery Community College",7,"FultonNew York","0.0138995560384392","Primarily online","2451","Public, 2-year"
"4601","dec11","New York","Genesee","Batavia","Genesee Community College",28,"GeneseeNew York","0.0253491620111732","Primarily in person","5530","Public, 2-year"
"4604","dec11","New York","Otsego","Oneonta","Hartwick College",73,"OtsegoNew York","0.0137999428504194","Primarily in person","1176","Private nonprofit, 4-year"
"4607","dec11","New York","Herkimer","Herkimer","Herkimer County Community College",11,"HerkimerNew York","0.0166343221513723","Hybrid","2398","Public, 2-year"
"4608","dec11","New York","Erie","Hamburg","Hilbert College",14,"ErieNew York","0.0340502143241225","Primarily in person","764","Private nonprofit, 4-year"
"4610","dec11","New York","Nassau","Hempstead","Hofstra University",184,"NassauNew York","0.0500971314531986","Primarily in person","10871","Private nonprofit, 4-year"
"4611","dec11","New York","Allegany","Houghton","Houghton College",1,"AlleganyNew York","0.0283352498318544","Hybrid","1001","Private nonprofit, 4-year"
"4612","dec11","New York","Rensselaer","Troy","Hudson Valley Community College",56,"RensselaerNew York","0.0148128079438487","Primarily online","10896","Public, 2-year"
"4614","dec11","New York","Westchester","New Rochelle","Iona College",168,"WestchesterNew York","0.0589081618098492","Primarily online","3926","Private nonprofit, 4-year"
"4615","dec11","New York","Tompkins","Ithaca ","Ithaca College",102,"TompkinsNew York","0.0142004306126444","Fully online","6517","Private nonprofit, 4-year"
"4617","dec11","New York","Chautauqua","Jamestown","Jamestown Community College",25,"ChautauquaNew York","0.0165401921152376","Primarily online","4476","Public, 2-year"
"4618","dec11","New York","Jefferson","Watertown","Jefferson Community College",13,"JeffersonNew York","0.00799388167598376","Primarily online","3277","Public, 2-year"
"4619","dec11","New York","Yates","Keuka Park","Keuka College",123,"YatesNew York","0.0138481917071409","Primarily in person","1926","Private nonprofit, 4-year"
"4620","dec11","New York","Onondaga","Syracuse","Le Moyne College",78,"OnondagaNew York","0.0302804606886009","Primarily in person","3356","Private nonprofit, 4-year"
"4623","dec11","New York","New York","New York City","Manhattan College",70,"New YorkNew York","0.215068281199922","Hybrid","4232","Private nonprofit, 4-year"
"4624","dec11","New York","Westchester","Purchase","Manhattanville College",8,"WestchesterNew York","0.0589081618098492","Primarily online","2494","Private nonprofit, 4-year"
"4625","dec11","New York","Albany","Albany","Maria College of Albany",12,"AlbanyNew York","0.0241959241389694","Primarily in person","912","Private nonprofit, 4-year"
"4626","dec11","New York","Dutchess","Poughkeepsie","Marist College",178,"DutchessNew York","0.0293285930840397","Primarily in person","6624","Private nonprofit, 4-year"
"4627","dec11","New York","New York","New York City","Marymount Manhattan College",9,"New YorkNew York","0.215068281199922","Primarily online","2063","Private nonprofit, 4-year"
"4628","dec11","New York","Erie","Buffalo","Medaille College",59,"ErieNew York","0.0340502143241225","Primarily in person","2146","Private nonprofit, 4-year"
"4629","dec11","New York","Westchester","Dobbs Ferry","Mercy College",50,"WestchesterNew York","0.0589081618098492","Hybrid","9031","Private nonprofit, 4-year"
"4630","dec11","New York","New York","New York City","Metropolitan College of New York",0,"New YorkNew York","0.215068281199922","Primarily online","1027","Private nonprofit, 4-year"
"4633","dec11","New York","Oneida","Utica","Mohawk Valley Community College",9,"OneidaNew York","0.0309002890615775","Primarily online","6317","Public, 2-year"
"4634","dec11","New York","Nassau","Rockville Centre","Molloy College",64,"NassauNew York","0.0500971314531986","Primarily in person","4929","Private nonprofit, 4-year"
"4636","dec11","New York","Monroe","Rochester","Monroe Community College",177,"MonroeNew York","0.0286719603111477","Primarily online","12273","Public, 2-year"
